StoreID,StoreName,Address,City,Region,Postcode,Country,CountryCode,Latitude,Longitude,Phone,Website,OpeningHours,Source,SourceRef,SourceURL,RetrievedAt
DEC-00318,Decathlon,Parc de la baie,Avranches,Lower Normandy,50300,France,FR,48.6567994,-1.3553436,+33 2 33 89 28 50,https://www.decathlon.fr/store-view/magasin-de-sports-avranches-0070017700177,Mo-Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070017700177;node/1659033415;node/13071986330,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/1659033415; https://www.openstreetmap.org/node/13071986330,2026-07-11T20:29:07+00:00
DEC-00319,Decathlon,Parc du nouveau monde,BAILLEUL,Nord-Pas-de-Calais,59270,France,FR,50.7244281,2.7487244,+33 3 28 50 37 90,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-bailleul-0070047900479,Mo-Sa 09:30-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070047900479;way/81169602,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/81169602,2026-07-11T20:29:07+00:00
DEC-00320,Decathlon,Rue Fernand Sastre. A côté du stade Pierre Brisson. Sortie 15 sur A16.,BEAUVAIS,Picardie,60000,France,FR,49.4348340,2.1139886,+33 3 44 45 96 60,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-beauvais-0070007700077,Mo-Sa 09:30-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070007700077;way/106255941,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/106255941,2026-07-11T20:29:07+00:00
DEC-00321,Decathlon,Rue des Frères Lumières,BEGLES,Aquitaine,33130,France,FR,44.7923960,-0.5361430,+33 5 57 35 57 57,https://www.decathlon.fr/store-view/magasin-de-sports-bordeaux-begles-0070021900219,Mo-Sa 09:30-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070021900219;node/6467009005,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/6467009005,2026-07-11T20:29:07+00:00
DEC-00322,Decathlon,ZA Les Sardines,BERGERAC,Aquitaine,24100,France,FR,44.8290456,0.4701058,+33 5 53 74 03 40,https://www.decathlon.fr/store-view/magasin-de-sports-bergerac-0070055400554,"Mo 08:00-12:00,14:00-18:00; Tu-Su 08:00-18:00",AllThePlaces / localisateur officiel; OpenStreetMap,0070055400554;way/68443240,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/68443240,2026-07-11T20:29:07+00:00
DEC-00323,Decathlon,Zone commerciale Porte des Vosges,BESSONCOURT,Franche-Comte,90160,France,FR,47.6439988,6.9158133,+33 3 84 28 54 18,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-belfort-bessoncourt-0070075300753,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070075300753;way/231423074,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/231423074,2026-07-11T20:29:07+00:00
DEC-00324,Decathlon,ZAC de Pluvignon,BETTON,Brittany,35830,France,FR,48.1630647,-1.6381873,+33 2 23 27 41 41,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-rennes-betton-0070007300073,Mo-Sa 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070007300073;node/7177216167;way/81985096,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/7177216167; https://www.openstreetmap.org/way/81985096,2026-07-11T20:29:07+00:00
DEC-00325,Decathlon,Lieu dit le Mollard,BOURG SAINT MAURICE,Rhone-Alpes,73700,France,FR,45.6241108,6.7799247,+33 4 79 37 73 67,https://www.decathlon.fr/store-view/magasin-de-sports-bourg-saint-maurice-0070342403424,Mo-Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070342403424;way/131084068,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=2; https://www.openstreetmap.org/way/131084068,2026-07-11T20:29:07+00:00
DEC-00326,Decathlon,Zone d´activités Commerciales de Gardès,BOÉ,Aquitaine,47550,France,FR,44.1754744,0.6388148,+33 5 53 98 55 66,https://www.decathlon.fr/store-view/magasin-de-sports-agen-boe-0070023800238,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070023800238;way/286717617,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/286717617,2026-07-11T20:29:07+00:00
DEC-00327,Decathlon,Zone d activités Commerciales Les Closeaux 2000,BUCHELAY,Ile-de-France,78200,France,FR,48.9884589,1.6734952,+33 1 30 63 86 00,https://www.decathlon.fr/store-view/magasin-de-sports-mantes-la-jolie-buchelay-0070012500125,Mo-Sa 09:30-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070012500125;way/49196397,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/49196397,2026-07-11T20:29:07+00:00
DEC-00328,Decathlon,ZA La Carbonniere,Barentin,Haute-Normandie,76360,France,FR,49.5275804,0.9642791,+33 2 35 92 05 85,https://www.decathlon.fr/store-view/magasin-de-sports-barentin-0070000600006,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070000600006;way/196253319,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/196253319,2026-07-11T20:29:07+00:00
DEC-00329,Decathlon,Avenue Paul Prosper Guilhem,Beaucouze,Pays de la Loire,49070,France,FR,47.4679741,-0.6176012,+33 2 41 73 04 30,https://www.decathlon.fr/store-view/magasin-de-sports-angers-beaucouze-0070007400074,Mo-Sa 09:00-20:00,OpenStreetMap,way/197145107;way/144475386,https://www.openstreetmap.org/way/197145107; https://www.openstreetmap.org/way/144475386,2026-07-11T20:29:07+00:00
DEC-00330,Decathlon,37 Rue de la République,Beaupuy,Aquitaine,,France,FR,44.5095903,0.1343755,+33 5 53 64 82 50,https://www.decathlon.fr/store-view/magasin-de-sports-marmande-0070032500325,Mo 09:30-19:30,OpenStreetMap,way/1480616030,https://www.openstreetmap.org/way/1480616030,2026-07-11T20:29:07+00:00
DEC-00331,Decathlon,Route de Charmeil,Bellerive sur Allier,Auvergne,03700,France,FR,46.1286132,3.3995219,+33 4 70 32 99 00,https://www.decathlon.fr/store-view/magasin-de-sports-vichy-bellerive-sur-allier-0070033600336,Mo-Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070033600336;way/133383226,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/133383226,2026-07-11T20:29:07+00:00
DEC-00332,Decathlon,Rue André Breton,Besançon,Franche-Comte,25000,France,FR,47.2158924,5.9507893,+33 3 81 41 85 00,https://www.decathlon.fr/store-view/magasin-de-sports-besancon-0070008100081,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070008100081;way/72367873,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/72367873,2026-07-11T20:29:07+00:00
DEC-00333,Decathlon,Rue André Chaillot,Betheny,Champagne-Ardenne,51100,France,FR,49.2878178,4.0253132,+33 3 26 35 03 30,https://www.decathlon.fr/,Mo-Sa 09:00-19:30,OpenStreetMap,node/10054640462;way/87842410,https://www.openstreetmap.org/node/10054640462; https://www.openstreetmap.org/way/87842410,2026-07-11T20:29:07+00:00
DEC-00334,Decathlon,ZAC des Batterses centre commercial Beynost 2,Beynost,Rhone-Alpes,01700,France,FR,45.8247021,4.9990472,+33 4 37 85 55 10,https://www.decathlon.fr/store-view/magasin-de-sports-beynost-0070042700427,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070042700427;way/126720002,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/126720002,2026-07-11T20:29:07+00:00
DEC-00335,Decathlon,"ZAC du Grand Noble, 9, allée Emile Zola",Blagnac,Midi-Pyrenees,31700,France,FR,43.6434837,1.3697866,+33 5 62 74 70 20,https://www.decathlon.fr/store-view/magasin-de-sports-toulouse-blagnac-0070009800098,Mo-Fr 09:30-19:30; Sa 09:30-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070009800098;way/64410285,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/64410285,2026-07-11T20:29:07+00:00
DEC-00336,Decathlon,"Quartier Saint Pierre, La planchette",Bollène,Provence-Alpes-Cote d'Azur,84500,France,FR,44.2987890,4.7521674,+33 4 32 80 33 60,https://www.decathlon.fr/store-view/magasin-de-sports-bollene-0070036300363,Mo-Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070036300363;way/73785107,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/73785107,2026-07-11T20:29:07+00:00
DEC-00337,Decathlon,130 rue Sainte Catherine,Bordeaux,Aquitaine,33000,France,FR,44.8369690,-0.5736874,+33 5 56 79 34 35,https://www.decathlon.fr/store-view/magasin-de-sports-bordeaux-centre-ville-city-0070035400354,Mo-Sa 10:00-19:30; Su 14:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070035400354;node/4552082091;node/9964604146,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/4552082091; https://www.openstreetmap.org/node/9964604146,2026-07-11T20:29:07+00:00
DEC-00338,Decathlon,49 rue sainte catherine (promenade sainte catherine),Bordeaux,Aquitaine,33000,France,FR,44.8401033,-0.5743506,+33 5 23 52 00 40,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-running-bordeaux-0070340203402,Mo-Sa 10:00-19:30; Su 13:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070340203402;node/13344266921,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=2; https://www.openstreetmap.org/node/13344266921,2026-07-11T20:29:07+00:00
DEC-00339,Decathlon,Avenue des 40 Journaux,Bordeaux,Aquitaine,33300,France,FR,44.8748620,-0.5675620,+33 5 57 19 39 39,https://www.decathlon.fr/store-view/magasin-de-sports-bordeaux-lac-0070002200022,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070002200022;way/154156502,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/154156502,2026-07-11T20:29:07+00:00
DEC-00340,Decathlon,La petite Bastide,Bouc Bel Air,Provence-Alpes-Cote d'Azur,13320,France,FR,43.4315000,5.3981100,+33 4 42 94 03 00,https://www.decathlon.fr/store-view/magasin-de-sports-marseille-bouc-bel-air-0070029200292,Mo-Sa 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070029200292;way/92763690,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/92763690,2026-07-11T20:29:07+00:00
DEC-00341,Decathlon,,Boucau,Aquitaine,,France,FR,43.5266759,-1.4642217,,,,OpenStreetMap,node/8294909303,https://www.openstreetmap.org/node/8294909303,2026-07-11T20:29:07+00:00
DEC-00342,Decathlon,Zone d activites du Ponteix,Boulazac,Aquitaine,24750,France,FR,45.1865641,0.7639868,+33 5 53 03 39 39,https://www.decathlon.fr/store-view/magasin-de-sports-perigueux-boulazac-0070019900199,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070019900199;way/69313565;node/12269771427,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/69313565; https://www.openstreetmap.org/node/12269771427,2026-07-11T20:29:07+00:00
DEC-00343,Decathlon,Lieu-Dit Bonneau,Bouliac,Aquitaine,33270,France,FR,44.8144534,-0.5254614,+33 5 57 97 78 68,https://www.decathlon.fr/store-view/magasin-de-sports-bordeaux-bouliac-0070025100251,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070025100251;way/118378994,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/118378994,2026-07-11T20:29:07+00:00
DEC-00344,Decathlon,15 Avenue des Belges,Bourg-en-Bresse,Rhone-Alpes,01000,France,FR,46.2077080,5.2346050,+33 4 74 22 87 50,https://www.decathlon.fr/store-view/magasin-de-sports-bourg-en-bresse-0070015800158,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070015800158;node/12357643923;node/12525874288;way/923080533,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/12357643923; https://www.openstreetmap.org/node/12525874288; https://www.openstreetmap.org/way/923080533,2026-07-11T20:29:07+00:00
DEC-00345,Decathlon,8 avenue Edouard Branly,Bourgoin Jallieu,Rhone-Alpes,38300,France,FR,45.5916098,5.2478808,+33 4 74 43 57 43,https://www.decathlon.fr/store-view/magasin-de-sports-bourgoin-jallieu-0070021400214,Mo-Sa 08:30-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070021400214;way/120173046,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/120173046,2026-07-11T20:29:07+00:00
DEC-00346,Decathlon,339 route des maisons blanches,Briançon,Provence-Alpes-Cote d'Azur,05100,France,FR,44.8826390,6.6233210,+33 4 13 42 08 82,https://www.decathlon.fr/store-view/magasin-de-sports-briancon-essentiel-0070191201912,Mo-Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070191201912;way/73569539,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/73569539,2026-07-11T20:29:07+00:00
DEC-00347,Decathlon,Zone d'activites commerciales du Mazaud,Brive La Gaillarde,Limousin,19100,France,FR,45.1432338,1.4752233,+33 5 55 88 94 60,https://www.decathlon.fr/store-view/magasin-de-sports-brive-0070015500155,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070015500155;way/124606472,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/124606472,2026-07-11T20:29:07+00:00
DEC-00348,Decathlon,332 avenue Général de Gaulle,Bron,Rhone-Alpes,69500,France,FR,45.7253880,4.9294114,+33 4 72 15 87 37,https://www.decathlon.fr/store-view/magasin-de-sports-lyon-bron-st-exupery-0070012100121,Mo-Sa 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070012100121;node/10795431356;node/12657478405;node/12657484369;node/12657488012;node/12657489920;node/13230741556;node/13230754340;node/13230754341;node/13599695832;node/13599695846;node/13599695851;way/124880796,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/10795431356; https://www.openstreetmap.org/node/12657478405; https://www.openstreetmap.org/node/12657484369; https://www.openstreetmap.org/node/12657488012; https://www.openstreetmap.org/node/12657489920; https://www.openstreetmap.org/node/13230741556; https://www.openstreetmap.org/node/13230754340; https://www.openstreetmap.org/node/13230754341; https://www.openstreetmap.org/node/13599695832; https://www.openstreetmap.org/node/13599695846; https://www.openstreetmap.org/node/13599695851; https://www.openstreetmap.org/way/124880796,2026-07-11T20:29:07+00:00
DEC-00349,Decathlon,"19 bis, rue Jean Monnet, Centre Commercial Les Armoiries",Bry-Sur-Marne,Ile-de-France,94360,France,FR,48.8293854,2.5301640,+33 1 57 10 99 94,https://www.decathlon.fr/store-view/magasin-de-sports-bry-sur-marne-0070160101601,Mo-Sa 09:30-20:00; Su 10:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070160101601;node/4878236021,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/4878236021,2026-07-11T20:29:07+00:00
DEC-00350,Decathlon,2 rue des saugées,Brétigny sur Orge,Ile-de-France,91220,France,FR,48.6229423,2.3011574,+33 1 60 85 27 77,https://www.decathlon.fr/store-view/magasin-de-sports-bretigny-sur-orge-0070022500225,Mo-Sa 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070022500225;way/108283218,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/108283218,2026-07-11T20:29:07+00:00
DEC-00351,Decathlon,"Rue Danton, ZAC des Cailloux ( Rue de Verdun)",CALAIS,Nord-Pas-de-Calais,62100,France,FR,50.9393724,1.8399128,+33 3 21 00 05 00,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-calais-0070069200692,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070069200692;way/206289829,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/206289829,2026-07-11T20:29:07+00:00
DEC-00352,Decathlon,"Avenue de Paris, RN 44",CAMBRAI,Nord-Pas-de-Calais,59400,France,FR,50.1602423,3.2252025,+33 3 27 72 20 90,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-cambrai-0070022900229,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel,0070022900229,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-00353,Decathlon,"2, avenue de la plaine des sports",CERGY,Ile-de-France,95800,France,FR,49.0545567,2.0492375,+33 1 34 35 15 80,https://www.decathlon.fr/store-view/magasin-de-sports-cergy-0070021200212,Mo-Sa 09:30-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070021200212;way/208988913,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/208988913,2026-07-11T20:29:07+00:00
DEC-00354,Decathlon,"La Lande de Jauge, Parc de Jarry 2",CESTAS,Aquitaine,33610,France,FR,44.7173006,-0.7335933,+33 5 56 21 07 20,https://www.decathlon.fr/store-view/magasin-de-sports-cestas-decathlon-solognac-caperlan-0070047700477,Mo-Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070047700477;way/286467063,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/286467063,2026-07-11T20:29:07+00:00
DEC-00355,Decathlon,90A boulevard Jean XXIII,CHALLANS,Pays de la Loire,85300,France,FR,46.8371916,-1.8737444,+33 2 51 49 67 05,https://www.decathlon.fr/store-view/magasin-de-sports-challans-0070077800778,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070077800778;node/3797787957;node/8086280908,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/3797787957; https://www.openstreetmap.org/node/8086280908,2026-07-11T20:29:07+00:00
DEC-00356,Decathlon,4 RUE BONIVARD,CHAMBERY,Rhone-Alpes,73000,France,FR,45.5662714,5.9187118,+33 4 85 78 00 32,https://www.decathlon.fr/store-view/magasin-de-sports-chambery-contact-centre-ville-0070286102861,Mo-Sa 10:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070286102861;node/1522674090,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=2; https://www.openstreetmap.org/node/1522674090,2026-07-11T20:29:07+00:00
DEC-00357,Decathlon,"Zone commerciale leclerc, Rue Descartes",CHAMBRY,Picardie,02000,France,FR,49.5892541,3.6496309,+33 3 23 21 31 36,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-essentiel-laon-chambry-0070110901109,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070110901109;node/5208125514,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/5208125514,2026-07-11T20:29:07+00:00
DEC-00358,Decathlon,19 avenue Michel Croz,CHAMONIX,Rhone-Alpes,74400,France,FR,45.9236645,6.8701326,+33 4 50 93 63 42,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-city-chamonix-0070072300723,Mo-Sa 09:30-19:30; Su 10:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070072300723;node/6326865347,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/6326865347,2026-07-11T20:29:07+00:00
DEC-00359,Decathlon,584 Av du Pere Tasse Chamrousse,CHAMROUSSE,Rhone-Alpes,38410,France,FR,45.1105943,5.8764906,+33 4 76 89 96 24,https://www.decathlon.fr/store-view/magasin-de-sports-chamrousse-mountain-0070333203332,Mo-Su 08:30-18:30,AllThePlaces / localisateur officiel,0070333203332,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=2,2026-07-11T20:29:07+00:00
DEC-00360,Decathlon,"3, rue du Moulin",CHANTEPIE,Brittany,35135,France,FR,48.0901168,-1.6267919,+33 2 99 41 03 03,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-rennes-chantepie-0070012200122,Mo-Sa 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070012200122;node/8234746017;way/80703310,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/8234746017; https://www.openstreetmap.org/way/80703310,2026-07-11T20:29:07+00:00
DEC-00361,Decathlon,"55, Route de Prix les Mezieres",CHARLEVILLE-MEZIERES,Champagne-Ardenne,08000,France,FR,49.7541071,4.7053492,+33 3 24 59 64 00,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-charleville-mezieres-0070013300133,Mo-Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070013300133;way/401768375;node/10003907296;node/12147978633,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/401768375; https://www.openstreetmap.org/node/10003907296; https://www.openstreetmap.org/node/12147978633,2026-07-11T20:29:07+00:00
DEC-00362,Decathlon,1963 AVENUE FREDERIC MISTRAL,CHASSE SUR RHONE,Rhone-Alpes,38670,France,FR,45.5722383,4.8128488,+33 4 81 11 00 40,https://www.decathlon.fr/store-view/magasin-de-sports-chasse-sur-rhone-0070076500765,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070076500765;way/368824800,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/368824800,2026-07-11T20:29:07+00:00
DEC-00363,Decathlon,25 rue de la Désirée,CHATELLERAULT,Poitou-Charentes,86100,France,FR,46.8359135,0.5405737,+33 5 49 90 30 03,https://www.decathlon.fr/store-view/magasin-de-sports-chatellerault-0070060500605,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070060500605;way/206147216,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/206147216,2026-07-11T20:29:07+00:00
DEC-00364,Decathlon,1 rue du général patton,CHÂTEAUBRIANT,Pays de la Loire,44110,France,FR,47.7052598,-1.3858594,+33 2 55 15 00 00,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-essentiel-chateaubriant-0070244002440,Mo-Sa 09:30-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070244002440;node/8625554111,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=2; https://www.openstreetmap.org/node/8625554111,2026-07-11T20:29:07+00:00
DEC-00365,Decathlon,28 Route de Blois,CHÂTEAUDUN,Centre,28200,France,FR,48.0589104,1.3357635,+33 2 37 45 84 84,https://www.decathlon.fr/store-view/magasin-de-sports-chateaudun-0070048600486,"Mo 08:00-12:00,14:00-18:00; Tu-Su 08:00-18:00",AllThePlaces / localisateur officiel; OpenStreetMap,0070048600486;way/287919454,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/287919454,2026-07-11T20:29:07+00:00
DEC-00366,Decathlon,78 chemin du Loudet,COLOMIERS,Midi-Pyrenees,31770,France,FR,43.6080750,1.3046953,+33 5 61 31 87 88,https://www.decathlon.fr/store-view/magasin-de-sports-toulouse-colomiers-0070004000040,Mo-Fr 09:00-19:30; Sa 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070004000040;way/75062878,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/way/75062878,2026-07-11T20:29:07+00:00
DEC-00367,Decathlon,Boulevard Alsace Lorraine,CORMONTREUIL,Champagne-Ardenne,51350,France,FR,49.2173772,4.0479120,+33 3 26 82 38 34,https://www.decathlon.fr/store-view/magasin-de-sports-decathlon-reims-cormontreuil-0070003100031,Mo-Sa 09:00-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070003100031;node/10038091768;node/10038091769;node/13026255502;way/86582374,https://api.woosmap.com/stores?key=woos-c7283e70-7b4b-3c7d-bbfe-e65958b8769b&stores_by_page=300&page=1; https://www.openstreetmap.org/node/10038091768; https://www.openstreetmap.org/node/10038091769; https://www.openstreetmap.org/node/13026255502; https://www.openstreetmap.org/way/86582374,2026-07-11T20:29:07+00:00
